,FPI_Ratio_0,FPI_Ratio_1,FPI_Ratio_2,FPI_Ratio_3,FPI_Ratio_4,FPI_Ratio_5,FPI_Ratio_6,FPI_Ratio_7,FPI_Ratio_8,FPI_Ratio_9
Depositional_Type_-1hot-_Pool lip,0.2256839017504676,0.107434303411119,0.1059375238594744,0.0201825681726218,0.0456403847093899,0.1003454275342037,0.0339959266286284,0.0685173075124817,0.0645689413386806,0.0420756618452039
Depositional_Type_-1hot-_Riffle,0.2256839017504676,0.107434303411119,0.1059375238594744,0.0201825681726218,0.0456403847093899,0.1003454275342037,0.0339959266286284,0.0685173075124817,0.0645689413386806,0.0420756618452039
Depositional_Type_-1hot-_Shallow waters near the shore,0.2256839017504676,0.107434303411119,0.1059375238594744,0.0201825681726218,0.0456403847093899,0.1003454275342037,0.0339959266286284,0.0685173075124817,0.0645689413386806,0.0420756618452039
Depositional_Type_-1hot-_Upstream of weir barrier deposition,0.2256839017504676,0.107434303411119,0.1059375238594744,0.0201825681726218,0.0456403847093899,0.1003454275342037,0.0339959266286284,0.0685173075124817,0.0645689413386806,0.0420756618452039
Depositional_Type_-1hot-_run edge,0.2256839017504676,0.107434303411119,0.1059375238594744,0.0201825681726218,0.0456403847093899,0.1003454275342037,0.0339959266286284,0.0685173075124817,0.0645689413386806,0.0420756618452039
Intermittent_or_Perennial_-1hot-_Intermittent,0.0864380785357144,0.0288567904757311,0.0883081176138689,0.0213855126277059,0.0244561340353829,0.017345767034522,0.0150510733820651,0.0343373490529317,0.0155109199314148,0.0499041882724329
Intermittent_or_Perennial_-1hot-_Perennial,0.0864380785357144,0.0288567904757311,0.0883081176138689,0.0213855126277059,0.0244561340353829,0.017345767034522,0.0150510733820651,0.0343373490529317,0.0155109199314148,0.0499041882724329
River_Gradient_-1hot-_Relatively flat/gentle gradient (e.g. valleys),0.0387729961399976,0.0595461856754626,0.0608203326117224,0.1621133070182258,0.0224307917881165,0.0703639028625028,0.016009406757284,0.048724095111719,0.0507657140918151,0.0684303233900132
River_Gradient_-1hot-_Relatively steep gradient (e.g. mountainous or hilly terrain),0.0387729961399976,0.0595461856754626,0.0608203326117224,0.1621133070182258,0.0224307917881165,0.0703639028625028,0.016009406757284,0.048724095111719,0.0507657140918151,0.0684303233900132
Total_Bacteria_cells_per_gram,0.0479293579841564,0.0363765711331703,0.0602809346844317,0.0453448346824902,0.0171468044192052,0.0478074677534066,0.0335749434224736,0.0313723896367739,0.0232998388849319,0.0349546512006982
Total_Heterotrophs_cells_per_gram,0.0479293579841564,0.0363765711331703,0.0602809346844317,0.0453448346824902,0.0171468044192052,0.0478074677534066,0.0335749434224736,0.0313723896367739,0.0232998388849319,0.0349546512006982
prm_pc_cse,0.14066794916182,0.1021055146564471,0.0360062612437991,0.0202566989970747,0.0194285630836518,0.0142352799871457,0.0194785930697786,0.0108391897255261,0.0418739882655269,0.017941477141583
prm_pc_use,0.14066794916182,0.1021055146564471,0.0360062612437991,0.0202566989970747,0.0194285630836518,0.0142352799871457,0.0194785930697786,0.0108391897255261,0.0418739882655269,0.017941477141583
my_lm,0.1312514740433051,0.0751607030819489,0.0807179730926126,0.0102202204808546,0.076278260545101,0.0282299729568007,0.0280311431956296,0.0336261745179326,0.052424709153379,0.0385561254394502
RA_lm,0.1312514740433051,0.0751607030819489,0.0807179730926126,0.0102202204808546,0.076278260545101,0.0282299729568007,0.0280311431956296,0.0336261745179326,0.052424709153379,0.0385561254394502
C_percent,0.0796698327414565,0.1337265627544265,0.087595967918156,0.0103979537297902,0.1389191621309232,0.0531927608885094,0.1122752337763158,0.1017660544418182,0.1592309255838107,0.1962597596401094
N_percent,0.0796698327414565,0.1337265627544265,0.087595967918156,0.0103979537297902,0.1389191621309232,0.0531927608885094,0.1122752337763158,0.1017660544418182,0.1592309255838107,0.1962597596401094
kar_pc_use,0.0247307744682059,0.0424163759686937,0.0911418554182522,0.0167384772934276,0.0229426225375976,0.0823947741453327,0.0151891284996604,0.0302916876360639,0.0408039897549938,0.0278301542174555
kar_pc_cse,0.0247307744682059,0.0424163759686937,0.0911418554182522,0.0167384772934276,0.0229426225375976,0.0823947741453327,0.0151891284996604,0.0302916876360639,0.0408039897549938,0.0278301542174555
soc_th_uav,0.2142506964522708,0.0442748820759996,0.1062206027621041,0.2789591988556014,0.3477161089194105,0.0690007893378164,0.055400821581173,0.0278504081691295,0.0883273094317445,0.0657030178324642
soc_th_cav,0.2142506964522708,0.0442748820759996,0.1062206027621041,0.2789591988556014,0.3477161089194105,0.0690007893378164,0.055400821581173,0.0278504081691295,0.0883273094317445,0.0657030178324642
Mean_DO_mg_per_L,0.1243256243220037,0.0372382084068216,0.0570612462498449,0.0784255412650414,0.0312736101590907,0.0568306078686546,0.0570804528547423,0.0405942593064101,0.0970989348084144,0.0976702818893741
Mean_DO_percent_saturation,0.1243256243220037,0.0372382084068216,0.0570612462498449,0.0784255412650414,0.0312736101590907,0.0568306078686546,0.0570804528547423,0.0405942593064101,0.0970989348084144,0.0976702818893741
crp_pc_use,0.2134931908645476,0.0902959630268403,0.2220748880066253,0.0182539052339662,0.061830071228408,0.0463573474896016,0.0562876745962099,0.0499743460737692,0.0428404031004126,0.0444247478153559
